UsuarioID,TIPO_CLIENTE_BEME,SEGMENTO_BEME,NANO_SEGMENTO,MICRO_SEGMENTO,MODULO,ZONA,CTA_CTA_BIPERSONAL,CTA_CTA_UNIPERSONAL,CUENTA_PROVEEDOR,CUENTA_RUT,CUENTA_EMPRENDEDOR,CAJA_VECINA,CHEQ_MICROEMPRESA,CHEQ_OTRA,CTA_CTE_OTRA,LINEA_DE_CREDITO,TARJETA,EDAD,COMPORTAMIENTO_SBIF,COMPORTAMIENTO_BEME,SEXO,TIPO_PERSONA,TIPO_SOCIEDAD_CRITERIO_BEME,TRX_APP,TRX_BATCH,TRX_BECO,TRX_Buzonera,TRX_Caja,TRX_Caja_Vecina,TRX_Cajero_Automatico,TRX_Dispensadores,TRX_FALABELLA,TRX_Internet,TRX_Meson,TRX_MYPE,TRX_RedBanc,TRX_RedCompra,TRX_ServiEstado,Uso_Digital_3M,Uso_Web_3M,Uso_App_3M,Uso_Digital_Anual,Uso_Web_Anual,Uso_App_Anual,Con_Clave_Atm,Con_Clave_INET,Hab_BIPass,PERFIL_RIESGO,INF_COMERCIAL,GRP_PROPENSION,TIPO_CLIENTE,TIENE_PREAP,CANAL
70,deudor no comercial,Turismo,Segmento C,Segmento C,Region 3,Zona 2,1,1,0,0,0,1,0,1,0,1,0,53,Regular,Bueno,M,2,Federacion,92,11,86,42,99,22,34,1,96,8,8,32,81,79,90,0,0,0,1,1,1,0,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,
71,Microempresas,Turismo,Segmento C,Segmento B,Region 1,Zona 2,0,0,1,0,1,0,0,1,1,1,1,73,Regular,Bueno,M,2,SPA,75,54,12,78,29,17,92,55,75,4,36,51,15,25,57,1,1,0,1,0,1,1,1,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
72,Microempresas,Comercial,Segmento A,Segmento B,Region 3,Zona 3,0,0,0,0,0,1,1,0,0,1,1,53,Bueno,Regular,F,2,Sociedad,35,78,94,28,38,52,2,4,98,20,66,73,69,6,3,0,1,0,0,0,0,0,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,NO,SALESFORCE -WEB
73,Microempresas,Transporte,Segmento B,Segmento C,Region 1,Zona 3,1,0,1,0,1,0,0,1,0,0,1,19,Regular,Regular,F,2,Federacion,11,70,79,29,81,88,39,75,50,69,52,15,67,9,47,0,1,1,1,1,1,1,0,0,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
74,deudor comercial,Comercial,Segmento A,Segmento A,Region 1,Zona 1,0,0,1,1,1,1,0,0,0,0,0,37,Malo,Bueno,M,1,Sindicatos,97,41,97,44,27,97,36,40,0,69,35,53,44,38,71,1,0,0,0,1,0,1,0,1,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
75,Microempresas,Comercial,Segmento B,Segmento A,Region 3,Zona 2,0,1,0,0,0,1,0,1,0,1,0,59,Malo,Malo,M,2,Sindicatos,29,27,43,41,14,32,9,45,9,23,93,89,71,89,94,0,0,1,0,0,1,1,0,0,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,NO,
76,deudor no comercial,Transporte,Segmento C,Segmento C,Region 2,Zona 1,1,0,1,0,1,1,0,0,1,1,1,55,Bueno,Bueno,F,1,SPA,78,38,80,31,78,96,26,21,44,52,50,25,5,72,58,0,1,1,0,0,0,1,1,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
77,deudor comercial,Turismo,Segmento A,Segmento C,Region 3,Zona 2,1,0,1,0,0,1,0,0,1,1,0,31,Bueno,Malo,F,1,Cooperativas,6,24,83,22,64,22,46,23,36,36,91,98,50,82,53,1,1,1,0,1,0,0,1,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
78,Microempresas,Transporte,Segmento C,Segmento A,Region 3,Zona 2,0,0,0,0,0,0,1,0,1,1,0,31,Bueno,Bueno,F,1,Cooperativas,92,64,53,25,97,28,19,55,16,64,25,42,55,84,94,1,0,1,0,0,1,0,0,0,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
79,deudor no comercial,Comercial,Segmento C,Segmento C,Region 1,Zona 3,1,1,0,1,0,0,1,1,1,1,0,42,Bueno,Bueno,M,1,Cooperativas,85,25,25,37,25,31,73,65,90,31,41,20,29,71,6,1,1,1,1,1,0,1,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
80,deudor no comercial,Comercial,Segmento A,Segmento B,Region 3,Zona 3,1,1,0,1,0,1,0,0,1,0,0,62,Bueno,Malo,F,1,SPA,45,30,5,85,83,74,19,26,95,87,64,84,92,1,38,1,1,1,1,1,0,1,1,0,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,
81,deudor comercial,Transporte,Segmento B,Segmento B,Region 2,Zona 1,0,0,0,0,1,1,0,0,0,1,0,73,Regular,Bueno,F,1,Sociedad,1,7,58,0,73,73,52,31,25,78,58,79,6,96,19,0,0,0,1,1,1,1,1,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,SI,SALESFORCE -WEB
82,deudor no comercial,Transporte,Segmento C,Segmento A,Region 1,Zona 2,1,0,1,0,1,0,0,1,0,1,1,18,Regular,Regular,F,2,Federacion,97,29,74,10,88,25,50,41,41,30,63,81,65,95,44,0,0,0,1,1,1,1,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,VENTA CENTRALIZADA
83,deudor no comercial,Comercial,Segmento B,Segmento C,Region 1,Zona 1,0,0,0,1,0,0,1,1,1,1,1,69,Malo,Bueno,M,2,Sociedad,24,74,73,56,83,93,18,54,43,91,47,8,60,46,56,0,0,1,1,1,1,1,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
84,deudor comercial,Transporte,Segmento C,Segmento B,Region 1,Zona 2,0,1,1,0,0,1,1,1,0,0,1,63,Malo,Bueno,F,1,SPA,65,25,24,80,17,95,8,86,25,73,46,46,47,34,34,1,1,0,1,1,1,0,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,RED SUCURSALES
85,deudor no comercial,Transporte,Segmento B,Segmento A,Region 1,Zona 1,1,0,0,1,1,0,1,0,1,1,0,43,Bueno,Malo,F,1,Federacion,44,20,33,14,92,44,39,96,65,1,85,58,32,27,80,0,1,0,0,0,1,0,0,1,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,VENTA CENTRALIZADA
86,deudor no comercial,Transporte,Segmento B,Segmento C,Region 1,Zona 1,1,0,0,0,0,1,0,1,0,1,1,73,Regular,Malo,F,1,Cooperativas,6,75,22,9,51,6,26,44,27,93,32,4,17,31,76,0,1,0,1,0,0,0,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
87,Microempresas,Transporte,Segmento B,Segmento A,Region 2,Zona 2,1,1,1,0,0,0,1,0,1,0,0,67,Regular,Bueno,M,1,Sindicatos,98,68,45,6,34,38,6,8,14,70,22,64,58,43,69,0,1,0,1,0,0,0,0,1,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,SI,VENTA CENTRALIZADA
88,deudor no comercial,Comercial,Segmento C,Segmento A,Region 3,Zona 1,1,0,0,1,0,1,1,0,0,0,1,46,Bueno,Regular,M,1,Federacion,34,37,72,1,84,71,88,61,3,4,29,14,14,80,51,1,0,1,1,1,1,1,0,0,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
89,Microempresas,Transporte,Segmento C,Segmento C,Region 2,Zona 1,1,0,0,1,0,0,1,1,1,1,0,50,Regular,Regular,M,1,Sindicatos,20,2,54,85,88,91,95,89,74,86,91,30,52,55,86,1,1,0,1,1,0,0,1,1,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
90,Microempresas,Transporte,Segmento C,Segmento C,Region 2,Zona 1,1,1,1,0,1,1,1,1,0,0,0,40,Bueno,Bueno,M,1,Federacion,58,54,80,76,94,69,46,56,68,85,11,72,89,18,64,1,1,0,1,1,1,0,1,1,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,
91,deudor comercial,Comercial,Segmento C,Segmento B,Region 3,Zona 1,1,0,0,0,0,0,1,0,0,1,0,71,Bueno,Regular,F,1,Sindicatos,52,69,34,10,9,90,61,66,87,84,92,62,83,68,19,0,0,0,1,1,0,1,1,0,Malo,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,SI,SALESFORCE -WEB
92,deudor comercial,Turismo,Segmento C,Segmento A,Region 3,Zona 1,1,0,0,0,0,0,0,1,0,1,1,31,Malo,Regular,F,2,Federacion,28,59,75,82,40,73,86,56,58,14,59,54,56,85,7,1,1,0,1,1,1,0,0,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,NO,
93,deudor no comercial,Transporte,Segmento C,Segmento A,Region 1,Zona 3,0,1,0,0,1,1,0,1,0,1,0,23,Malo,Regular,M,1,Sindicatos,0,20,68,51,51,83,39,7,75,87,41,22,61,81,83,0,0,0,1,0,1,1,1,1,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
94,Microempresas,Turismo,Segmento C,Segmento C,Region 3,Zona 2,0,1,1,1,0,0,1,1,1,0,0,72,Malo,Bueno,M,1,Sindicatos,48,88,95,76,94,45,93,17,45,32,11,70,7,52,18,1,1,1,1,0,1,0,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,RED SUCURSALES
95,deudor comercial,Transporte,Segmento B,Segmento B,Region 3,Zona 2,1,0,0,1,1,0,0,1,0,1,1,45,Bueno,Bueno,F,2,Federacion,77,57,13,76,12,65,14,62,35,72,71,88,85,28,36,1,1,0,1,0,0,0,1,0,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,
96,Microempresas,Comercial,Segmento C,Segmento B,Region 1,Zona 3,0,0,1,1,1,1,1,1,1,0,1,66,Bueno,Regular,M,1,Sociedad,60,35,3,75,41,20,25,67,28,34,44,95,35,96,86,0,1,0,0,1,0,0,1,0,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,
97,deudor no comercial,Turismo,Segmento A,Segmento A,Region 2,Zona 2,0,0,1,1,1,1,1,1,0,1,1,68,Bueno,Malo,M,2,Federacion,83,18,49,95,76,0,45,95,56,92,15,89,29,56,34,1,1,1,1,1,0,1,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,RED SUCURSALES
98,Microempresas,Turismo,Segmento A,Segmento C,Region 2,Zona 2,0,1,0,0,0,0,1,0,0,1,0,60,Regular,Regular,F,1,Cooperativas,37,84,82,99,68,40,49,81,73,27,79,36,44,82,79,0,0,1,1,1,1,0,1,0,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
99,deudor comercial,Comercial,Segmento C,Segmento C,Region 1,Zona 3,1,1,1,1,1,0,0,1,0,0,1,65,Bueno,Malo,F,2,Federacion,70,88,26,41,14,6,58,35,40,35,11,88,96,6,73,1,1,1,0,0,1,1,1,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
100,deudor comercial,Comercial,Segmento A,Segmento A,Region 2,Zona 2,1,0,1,0,0,0,0,1,1,1,1,74,Malo,Regular,M,1,SPA,61,68,78,67,7,95,88,70,98,78,18,89,0,97,28,1,0,1,0,0,0,0,0,0,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
101,deudor comercial,Comercial,Segmento A,Segmento B,Region 1,Zona 2,0,0,1,1,1,1,0,1,0,0,1,66,Regular,Bueno,F,2,Sindicatos,78,29,38,86,10,59,35,60,95,28,54,61,22,24,74,0,0,1,1,0,1,1,1,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
102,Microempresas,Transporte,Segmento C,Segmento A,Region 1,Zona 2,1,0,0,0,1,1,0,0,1,1,0,68,Bueno,Regular,M,1,Sociedad,7,51,90,68,71,54,70,48,15,40,48,56,70,5,59,0,0,0,1,0,1,0,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
103,Microempresas,Comercial,Segmento A,Segmento A,Region 2,Zona 2,0,1,0,1,0,1,1,1,1,0,0,19,Malo,Bueno,M,1,Sociedad,18,21,40,48,27,13,76,0,71,82,65,72,81,18,96,0,1,1,1,1,1,0,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,RED SUCURSALES
104,deudor comercial,Comercial,Segmento C,Segmento C,Region 1,Zona 2,1,1,0,0,0,0,1,1,0,0,1,33,Malo,Malo,M,1,Sociedad,86,4,74,9,28,56,21,44,34,60,68,38,34,59,65,1,0,1,1,0,1,0,0,1,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
105,Microempresas,Transporte,Segmento C,Segmento B,Region 2,Zona 3,1,1,1,1,0,1,1,1,1,0,0,32,Regular,Bueno,M,1,SPA,1,43,64,44,9,97,38,85,36,50,19,95,98,16,88,1,1,1,1,1,1,0,0,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
106,deudor no comercial,Turismo,Segmento C,Segmento B,Region 3,Zona 2,1,1,0,1,1,1,0,0,0,0,0,44,Malo,Regular,M,1,SPA,21,33,81,61,51,18,18,3,70,16,32,59,8,73,84,0,1,1,0,0,1,0,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
107,Microempresas,Turismo,Segmento A,Segmento C,Region 1,Zona 2,1,1,0,1,1,0,0,0,0,0,0,43,Malo,Bueno,M,2,Federacion,11,64,42,22,61,33,32,90,37,60,12,94,25,87,14,1,1,0,0,0,0,1,1,0,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
108,deudor comercial,Comercial,Segmento B,Segmento A,Region 2,Zona 2,0,1,0,0,1,1,0,0,1,1,1,67,Regular,Malo,F,1,Sociedad,58,37,63,72,18,87,17,88,89,37,13,1,88,54,55,0,1,1,0,0,0,0,0,0,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
109,deudor comercial,Transporte,Segmento C,Segmento C,Region 3,Zona 3,1,1,0,1,1,0,0,1,1,1,0,28,Regular,Malo,M,1,Cooperativas,45,98,10,79,38,31,70,81,72,23,50,26,19,0,87,1,0,0,1,0,0,1,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
110,deudor comercial,Comercial,Segmento C,Segmento A,Region 1,Zona 3,1,0,0,1,1,0,1,0,1,1,0,47,Regular,Malo,M,2,Cooperativas,78,55,21,75,86,62,96,94,21,50,46,46,67,11,81,1,0,0,1,0,0,0,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,RED SUCURSALES
111,deudor no comercial,Transporte,Segmento C,Segmento C,Region 3,Zona 1,1,1,1,1,1,0,0,0,1,1,1,24,Regular,Bueno,M,2,Federacion,95,20,52,54,17,22,23,47,30,73,54,68,79,90,90,0,0,0,0,0,0,1,0,1,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Castigado o Sin Producto,NO,
112,deudor no comercial,Transporte,Segmento B,Segmento B,Region 2,Zona 2,0,0,1,1,0,1,0,0,0,0,1,49,Regular,Bueno,F,1,Sindicatos,80,30,19,56,89,9,43,75,59,65,99,85,48,23,71,1,0,1,1,0,0,1,1,1,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,NO,
113,deudor comercial,Transporte,Segmento C,Segmento C,Region 1,Zona 2,1,1,0,1,1,1,0,1,1,0,1,73,Regular,Bueno,M,1,Sociedad,74,89,46,94,48,5,15,8,29,3,95,49,81,65,60,1,0,0,1,1,1,0,1,0,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
114,deudor comercial,Turismo,Segmento C,Segmento C,Region 1,Zona 3,1,0,1,0,0,0,1,1,0,1,1,20,Bueno,Bueno,M,2,Sociedad,89,86,76,13,33,81,26,32,52,32,23,62,40,87,6,0,1,0,1,1,0,1,0,0,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,NO,
115,deudor no comercial,Transporte,Segmento C,Segmento B,Region 2,Zona 3,1,0,1,1,1,1,0,0,1,1,1,39,Bueno,Malo,F,1,Sindicatos,21,79,4,52,10,83,93,31,28,38,33,13,96,62,50,1,1,1,1,0,1,1,0,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,
116,deudor no comercial,Turismo,Segmento A,Segmento B,Region 3,Zona 3,0,1,0,1,1,0,0,1,0,1,0,50,Malo,Malo,M,1,Cooperativas,43,46,10,0,52,49,63,29,26,21,16,79,36,81,29,0,1,0,1,0,1,0,0,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,SI,RED SUCURSALES
117,Microempresas,Comercial,Segmento B,Segmento A,Region 3,Zona 1,1,0,0,0,1,1,0,0,0,1,1,49,Malo,Regular,M,2,Cooperativas,85,61,17,44,17,7,25,0,59,66,64,77,46,66,55,1,0,1,1,0,0,1,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,
118,deudor no comercial,Comercial,Segmento A,Segmento A,Region 3,Zona 3,0,1,1,1,0,0,0,1,0,0,0,58,Malo,Malo,M,2,Cooperativas,57,52,47,11,21,8,40,80,93,93,70,35,19,48,37,0,0,1,1,0,1,1,0,1,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
119,deudor comercial,Transporte,Segmento A,Segmento B,Region 2,Zona 2,1,1,0,1,0,0,0,1,0,0,0,65,Malo,Regular,M,2,Cooperativas,69,90,27,42,84,22,38,19,66,8,57,42,66,79,92,0,0,0,0,1,0,1,1,1,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
120,Microempresas,Comercial,Segmento C,Segmento B,Region 2,Zona 3,1,0,0,0,1,1,0,0,0,0,1,64,Malo,Regular,F,2,Sociedad,34,45,9,60,12,31,59,12,22,78,23,4,59,85,47,0,1,0,1,0,0,0,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,VENTA CENTRALIZADA
121,deudor comercial,Comercial,Segmento A,Segmento A,Region 2,Zona 2,1,0,1,1,1,1,0,0,1,0,1,56,Regular,Bueno,M,2,Cooperativas,46,13,32,2,13,13,89,50,36,14,37,61,50,35,21,1,0,1,0,0,0,0,1,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,SI,
122,deudor comercial,Turismo,Segmento B,Segmento C,Region 1,Zona 2,1,1,0,0,1,1,0,1,0,1,1,27,Regular,Malo,M,1,Sindicatos,94,93,59,22,90,73,58,34,95,30,62,82,55,33,76,1,1,0,0,0,0,0,0,0,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
123,Microempresas,Transporte,Segmento A,Segmento C,Region 3,Zona 3,1,0,1,1,1,1,0,1,1,1,0,56,Malo,Bueno,F,1,Cooperativas,48,83,65,21,45,29,70,70,98,73,80,96,53,36,22,0,1,1,0,1,1,1,1,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,
124,deudor no comercial,Transporte,Segmento A,Segmento C,Region 3,Zona 3,0,0,0,1,0,1,0,0,1,1,0,74,Bueno,Malo,F,1,Federacion,28,95,82,89,23,35,21,32,71,56,55,5,35,67,24,0,0,0,0,1,0,0,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
125,deudor no comercial,Transporte,Segmento A,Segmento B,Region 1,Zona 3,1,0,0,1,1,0,0,0,1,1,0,53,Regular,Malo,M,1,Sindicatos,80,82,52,3,77,19,70,46,95,45,36,59,15,79,28,1,1,0,1,1,1,0,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,RED SUCURSALES
126,deudor comercial,Comercial,Segmento B,Segmento C,Region 2,Zona 1,0,0,0,0,0,1,0,0,0,0,0,51,Bueno,Regular,M,1,Cooperativas,26,91,96,97,94,41,9,86,60,35,85,56,43,54,40,1,0,0,0,0,0,0,0,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
127,deudor no comercial,Comercial,Segmento B,Segmento A,Region 3,Zona 3,1,0,0,0,0,0,0,0,1,0,0,23,Malo,Malo,M,2,Cooperativas,81,87,58,48,38,58,87,2,70,71,37,53,51,2,92,1,0,1,1,1,0,0,0,0,Excelente,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,
128,Microempresas,Comercial,Segmento B,Segmento B,Region 3,Zona 2,0,0,1,1,0,1,1,0,0,1,0,26,Bueno,Regular,F,1,Cooperativas,79,74,18,37,78,3,53,59,69,79,5,50,3,11,99,0,1,1,0,0,1,0,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,
129,deudor no comercial,Transporte,Segmento A,Segmento B,Region 3,Zona 3,1,1,0,1,1,0,1,0,0,0,0,23,Malo,Malo,M,2,SPA,78,79,4,19,38,20,21,60,20,59,77,65,63,18,40,0,0,1,0,1,0,0,1,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,SI,
130,deudor comercial,Transporte,Segmento A,Segmento A,Region 2,Zona 2,0,1,0,0,0,1,0,1,1,0,0,60,Malo,Regular,M,1,Sindicatos,49,17,55,74,57,61,38,46,18,85,81,67,11,91,62,0,1,1,0,1,1,1,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
131,deudor no comercial,Turismo,Segmento A,Segmento B,Region 1,Zona 2,1,1,1,1,1,0,1,1,1,0,1,42,Bueno,Malo,M,2,Sociedad,78,79,30,84,95,49,93,48,93,84,4,34,49,60,65,1,0,1,1,0,0,1,1,1,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,SALESFORCE - CCL
132,deudor comercial,Turismo,Segmento C,Segmento A,Region 1,Zona 3,0,1,0,1,0,0,0,0,0,0,1,68,Regular,Bueno,M,1,Sindicatos,84,90,14,40,0,99,10,19,22,77,34,71,11,74,56,1,1,0,0,0,0,0,1,0,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
133,deudor no comercial,Transporte,Segmento B,Segmento A,Region 1,Zona 1,0,0,0,0,1,1,1,0,1,0,0,42,Malo,Malo,F,1,SPA,14,35,23,15,44,90,61,82,96,82,29,86,73,15,19,1,0,0,0,1,0,0,1,1,Malo,NO SUJETO DE CREDITO,[1]Alta_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
134,deudor no comercial,Turismo,Segmento C,Segmento B,Region 2,Zona 2,0,1,1,1,0,0,0,1,0,0,0,55,Malo,Malo,F,2,Cooperativas,70,28,1,55,1,36,64,24,31,20,98,25,97,21,55,0,0,0,0,0,0,0,1,0,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
135,deudor no comercial,Turismo,Segmento C,Segmento B,Region 1,Zona 3,0,0,1,0,0,0,0,0,1,0,1,54,Malo,Regular,F,1,Cooperativas,9,16,19,41,55,62,80,84,43,61,85,97,42,25,67,1,0,1,1,0,1,1,0,1,Malo,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
136,Microempresas,Comercial,Segmento B,Segmento A,Region 1,Zona 3,0,1,0,0,0,0,1,1,0,0,0,48,Malo,Regular,F,2,Cooperativas,64,3,64,50,95,47,2,1,96,89,26,77,55,3,54,0,1,0,0,1,1,1,1,1,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,RED SUCURSALES
137,Microempresas,Transporte,Segmento C,Segmento A,Region 2,Zona 3,1,1,1,1,1,0,0,1,1,0,1,30,Bueno,Regular,F,2,Sociedad,34,38,57,32,68,55,35,9,9,13,29,46,33,89,91,1,1,0,0,0,0,0,0,1,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
138,deudor no comercial,Comercial,Segmento A,Segmento C,Region 3,Zona 3,0,1,0,0,1,1,0,1,1,1,0,38,Bueno,Malo,F,1,Sindicatos,39,15,40,79,33,93,51,58,66,33,58,67,30,87,57,1,0,1,0,0,1,1,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,
139,Microempresas,Comercial,Segmento A,Segmento A,Region 1,Zona 3,0,1,0,1,1,1,1,1,0,1,1,19,Regular,Regular,F,1,SPA,53,45,10,65,66,36,95,51,22,12,23,22,50,79,6,1,0,1,1,1,0,1,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
140,deudor no comercial,Comercial,Segmento A,Segmento B,Region 1,Zona 1,1,0,0,0,1,0,1,0,1,0,0,53,Bueno,Regular,F,2,Federacion,36,76,76,41,46,82,39,77,76,75,17,58,19,57,74,0,1,1,1,0,0,1,0,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,NO,
141,deudor comercial,Turismo,Segmento C,Segmento A,Region 3,Zona 1,0,0,0,0,1,1,0,0,0,1,0,73,Regular,Regular,F,2,Sociedad,16,39,20,45,59,50,30,36,84,42,43,34,73,41,4,1,1,0,1,1,0,1,1,0,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,NO,
